Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
202111, Asia,Vietnam, female,590,274,115.3
202111, Asia,Vietnam, Stewardess,755,643,17.4
202111, Asia,Vietnam, entire,2132,1269,68
202112, Asia,Vietnam, male,1441,642,124.5
202112, Asia,Vietnam, female,1705,703,142.5
202112, Asia,Vietnam, Stewardess,605,424,42.7
202112, Asia,Vietnam, entire,3751,1769,112
202201, Asia,Vietnam, male,941,368,155.7
202201, Asia,Vietnam, female,716,268,167.2
202201, Asia,Vietnam, Stewardess,661,376,75.8
202201, Asia,Vietnam, entire,2318,1012,129.1
202202, Asia,Vietnam, male,2361,672,251.3
202202, Asia,Vietnam, female,2089,716,191.8
202202, Asia,Vietnam, Stewardess,552,314,75.8
202202, Asia,Vietnam, entire,5002,1702,193.9
202203, Asia,Vietnam, male,2446,844,189.8
202203, Asia,Vietnam, female,2058,873,135.7
202203, Asia,Vietnam, Stewardess,592,427,38.6
202203, Asia,Vietnam, entire,5096,2144,137.7
202204, Asia,Vietnam, male,2199,620,254.7
202204, Asia,Vietnam, female,1077,326,230.4
202204, Asia,Vietnam, Stewardess,765,403,89.8
202204, Asia,Vietnam, entire,4041,1349,199.6
202205, Asia,Vietnam, male,3178,682,366
202205, Asia,Vietnam, female,1663,649,156.2
202205, Asia,Vietnam, Stewardess,1588,395,302
202205, Asia,Vietnam, entire,6429,1726,272.5
202206, Asia,Vietnam, male,6043,835,623.7
202206, Asia,Vietnam, female,4684,789,493.7
202206, Asia,Vietnam, Stewardess,2157,509,323.8
202206, Asia,Vietnam, entire,12884,2133,504
202207, Asia,Vietnam, male,7972,722,1004.2
202207, Asia,Vietnam, female,8246,513,1507.4
202207, Asia,Vietnam, Stewardess,2649,469,464.8
202207, Asia,Vietnam, entire,18867,1704,1007.2
202208, Asia,Vietnam, male,11350,681,1566.7
202208, Asia,Vietnam, female,10083,826,1120.7
202208, Asia,Vietnam, Stewardess,3237,487,564.7
202208, Asia,Vietnam, entire,24670,1994,1137.2
202209, Asia,Vietnam, male,9984,712,1302.2
202209, Asia,Vietnam, female,8958,630,1321.9
202209, Asia,Vietnam, Stewardess,3842,446,761.4
202209, Asia,Vietnam, entire,22784,1788,1174.3
202210, Asia,Vietnam, male,12364,659,1776.2
202210, Asia,Vietnam, female,15347,396,3775.5
202210, Asia,Vietnam, Stewardess,4299,456,842.8
202210, Asia,Vietnam, entire,32010,1511,2018.5
202211, Asia,Vietnam, male,10379,787,1218.8
202211, Asia,Vietnam, female,11935,590,1922.9
202211, Asia,Vietnam, Stewardess,4999,755,562.1
202211, Asia,Vietnam, entire,27313,2132,1181.1
202212, Asia,Vietnam, male,9694,1441,572.7
202212, Asia,Vietnam, female,9380,1705,450.1
202212, Asia,Vietnam, Stewardess,4573,605,655.9
202212, Asia,Vietnam, entire,23647,3751,530.4
202301, Asia,Vietnam, male,8064,941,757
202301, Asia,Vietnam, female,9196,716,1184.4
202301, Asia,Vietnam, Stewardess,4361,661,559.8
202301, Asia,Vietnam, entire,21621,2318,832.7
202302, Asia,Vietnam, male,12913,2361,446.9
202302, Asia,Vietnam, female,11732,2089,461.6
202302, Asia,Vietnam, Stewardess,4183,552,657.8
202302, Asia,Vietnam, entire,28828,5002,476.3
202303, Asia,Vietnam, male,13978,2446,471.5
202303, Asia,Vietnam, female,16345,2058,694.2
202303, Asia,Vietnam, Stewardess,4606,592,678
202303, Asia,Vietnam, entire,34929,5096,585.4
202304, Asia,Vietnam, male,16368,2199,644.3
202304, Asia,Vietnam, female,19971,1077,1754.3
202304, Asia,Vietnam, Stewardess,4301,765,462.2
202304, Asia,Vietnam, entire,40640,4041,905.7
202305, Asia,Vietnam, male,11905,3178,274.6
202305, Asia,Vietnam, female,13165,1663,691.6
202305, Asia,Vietnam, Stewardess,4352,1588,174.1
202305, Asia,Vietnam, entire,29422,6429,357.6
202306, Asia,Vietnam, male,14579,6043,141.3
202306, Asia,Vietnam, female,17013,4684,263.2
202306, Asia,Vietnam, Stewardess,4256,2157,97.3
202306, Asia,Vietnam, entire,35848,12884,178.2
202307, Asia,Vietnam, male,15103,7972,89.5
202307, Asia,Vietnam, female,18390,8246,123
202307, Asia,Vietnam, Stewardess,4909,2649,85.3
202307, Asia,Vietnam, entire,38402,18867,103.5
202308, Asia,Vietnam, male,16638,11350,46.6
202308, Asia,Vietnam, female,17408,10083,72.6
202308, Asia,Vietnam, Stewardess,5494,3237,69.7
202308, Asia,Vietnam, entire,39540,24670,60.3
201601, Entire continent, year, male,426993,377056,13.2
201601, Entire continent, year, female,567558,469606,20.9
201601, Entire continent, year, Stewardess,82880,70392,17.7
201601, Entire continent, year, entire,1077431,917054,17.5
201602, Entire continent, year, male,458259,426711,7.4
201602, Entire continent, year, female,585751,543807,7.7
201602, Entire continent, year, Stewardess,82240,80188,2.6
201602, Entire continent, year, entire,1126250,1050706,7.2
201603, Entire continent, year, male,522360,492069,6.2
201603, Entire continent, year, female,762786,644333,18.4
201603, Entire continent, year, Stewardess,104253,101742,2.5
201603, Entire continent, year, entire,1389399,1238144,12.2
201604, Entire continent, year, male,550135,524594,4.9
201604, Entire continent, year, female,804293,724422,11
201604, Entire continent, year, Stewardess,115246,135551,-15
201604, Entire continent, year, entire,1469674,1384567,6.1
201605, Entire continent, year, male,570784,514404,11
201605, Entire continent, year, female,779639,690459,12.9
201605, Entire continent, year, Stewardess,142257,129349,10
201605, Entire continent, year, entire,1492680,1334212,11.9
201606, Entire continent, year, male,572877,304150,88.4
201606, Entire continent, year, female,841473,320985,162.2
201606, Entire continent, year, Stewardess,140063,125790,11.3
201606, Entire continent, year, entire,1554413,750925,107
201607, Entire continent, year, male,614834,282675,117.5
201607, Entire continent, year, female,930311,260525,257.1
201607, Entire continent, year, Stewardess,158350,86537,83
201607, Entire continent, year, entire,1703495,629737,170.5
201608, Entire continent, year, male,610522,422180,44.6
201608, Entire continent, year, female,898316,498408,80.2
201608, Entire continent, year, Stewardess,155465,148726,4.5
201608, Entire continent, year, entire,1664303,1069314,55.6
201609, Entire continent, year, male,569801,464041,22.8
201609, Entire continent, year, female,801580,595166,34.7
201609, Entire continent, year, Stewardess,152547,147557,3.4
201609, Entire continent, year, entire,1523928,1206764,26.3
201610, Entire continent, year, male,601860,538477,11.8
201610, Entire continent, year, female,844124,685487,23.1
201610, Entire continent, year, Stewardess,141813,159740,-11.2
201610, Entire continent, year, entire,1587797,1383704,14.7
201611, Entire continent, year, male,507627,455516,11.4
201611, Entire continent, year, female,681833,578999,17.8
201611, Entire continent, year, Stewardess,119595,115559,3.5
201611, Entire continent, year, entire,1309055,1150074,13.8
201612, Entire continent, year, male,517486,437240,18.4
201612, Entire continent, year, female,712146,581075,22.6
201612, Entire continent, year, Stewardess,113766,98135,15.9
201612, Entire continent, year, entire,1343398,1116450,20.3
201701, Entire continent, year, male,476161,426993,11.5
201701, Entire continent, year, female,641222,567558,13
201701, Entire continent, year, Stewardess,103312,82880,24.7
201701, Entire continent, year, entire,1220695,1077431,13.3
201702, Entire continent, year, male,492630,458259,7.5
201702, Entire continent, year, female,658398,585751,12.4
201702, Entire continent, year, Stewardess,101052,82240,22.9
201702, Entire continent, year, entire,1252080,1126250,11.2
201703, Entire continent, year, male,495052,522360,-5.2
201703, Entire continent, year, female,642154,762786,-15.8
201703, Entire continent, year, Stewardess,96434,104253,-7.5
201703, Entire continent, year, entire,1233640,1389399,-11.2
201704, Entire continent, year, male,454107,550135,-17.5
201704, Entire continent, year, female,540297,804293,-32.8
201704, Entire continent, year, Stewardess,81495,115246,-29.3
201704, Entire continent, year, entire,1075899,1469674,-26.8
201705, Entire continent, year, male,425383,570784,-25.5
201705, Entire continent, year, female,469819,779639,-39.7
201705, Entire continent, year, Stewardess,82687,142257,-41.9
201705, Entire continent, year, entire,977889,1492680,-34.5
201706, Entire continent, year, male,419101,572877,-26.8
201706, Entire continent, year, female,497053,841473,-40.9
201706, Entire continent, year, Stewardess,75648,140063,-46
201706, Entire continent, year, entire,991802,1554413,-36.2
201707, Entire continent, year, male,432064,614834,-29.7
201707, Entire continent, year, female,494917,930311,-46.8
201707, Entire continent, year, Stewardess,81690,158350,-48.4
201707, Entire continent, year, entire,1008671,1703495,-40.8
201708, Entire continent, year, male,463465,610522,-24.1
201708, Entire continent, year, female,558866,898316,-37.8
201708, Entire continent, year, Stewardess,81175,155465,-47.8
201708, Entire continent, year, entire,1103506,1664303,-33.7
201709, Entire continent, year, male,453011,569801,-20.5
201709, Entire continent, year, female,549085,801580,-31.5
201709, Entire continent, year, Stewardess,76557,152547,-49.8
201709, Entire continent, year, entire,1078653,1523928,-29.2
201710, Entire continent, year, male,498473,601860,-17.2
201710, Entire continent, year, female,591136,844124,-30
201710, Entire continent, year, Stewardess,76029,141813,-46.4
201710, Entire continent, year, entire,1165638,1587797,-26.6
201711, Entire continent, year, male,459670,507627,-9.4
201711, Entire continent, year, female,562974,681833,-17.4
201711, Entire continent, year, Stewardess,70573,119595,-41
201711, Entire continent, year, entire,1093217,1309055,-16.5
201712, Entire continent, year, male,464082,517486,-10.3
201712, Entire continent, year, female,600380,712146,-15.7
201712, Entire continent, year, Stewardess,69606,113766,-38.8
201712, Entire continent, year, entire,1134068,1343398,-15.6
201801, Entire continent, year, male,401995,476161,-15.6
201801, Entire continent, year, female,486097,641222,-24.2
201801, Entire continent, year, Stewardess,67944,103312,-34.2
201801, Entire continent, year, entire,956036,1220695,-21.7
201802, Entire continent, year, male,465127,492630,-5.6
201802, Entire continent, year, female,519166,658398,-21.1
201802, Entire continent, year, Stewardess,61122,101052,-39.5
201802, Entire continent, year, entire,1045415,1252080,-16.5
201803, Entire continent, year, male,554049,495052,11.9
201803, Entire continent, year, female,739371,642154,15.1
201803, Entire continent, year, Stewardess,72680,96434,-24.6
201803, Entire continent, year, entire,1366100,1233640,10.7
201804, Entire continent, year, male,537333,454107,18.3
201804, Entire continent, year, female,710430,540297,31.5
201804, Entire continent, year, Stewardess,83946,81495,3
201804, Entire continent, year, entire,1331709,1075899,23.8
201805, Entire continent, year, male,509016,425383,19.7
201805, Entire continent, year, female,643073,469819,36.9
201805, Entire continent, year, Stewardess,85932,82687,3.9
201805, Entire continent, year, entire,1238021,977889,26.6
201806, Entire continent, year, male,512730,419101,22.3
201806, Entire continent, year, female,689650,497053,38.7
201806, Entire continent, year, Stewardess,79713,75648,5.4
201806, Entire continent, year, entire,1282093,991802,29.3
201807, Entire continent, year, male,514359,432064,19
201807, Entire continent, year, female,665761,494917,34.5
201807, Entire continent, year, Stewardess,74713,81690,-8.5
201807, Entire continent, year, entire,1254833,1008671,24.4
201808, Entire continent, year, male,554657,463465,19.7
201808, Entire continent, year, female,758376,558866,35.7
201808, Entire continent, year, Stewardess,78694,81175,-3.1
201808, Entire continent, year, entire,1391727,1103506,26.1
201809, Entire continent, year, male,514005,453011,13.5
201809, Entire continent, year, female,687429,549085,25.2
201809, Entire continent, year, Stewardess,77170,76557,0.8
201809, Entire continent, year, entire,1278604,1078653,18.5
201810, Entire continent, year, male,608399,498473,22.1
201810, Entire continent, year, female,830871,591136,40.6
201810, Entire continent, year, Stewardess,88562,76029,16.5
201810, Entire continent, year, entire,1527832,1165638,31.1
201811, Entire continent, year, male,534835,459670,16.4
201811, Entire continent, year, female,738069,562974,31.1
201811, Entire continent, year, Stewardess,77486,70573,9.8
201811, Entire continent, year, entire,1350390,1093217,23.5
201812, Entire continent, year, male,522680,464082,12.6
201812, Entire continent, year, female,727499,600380,21.2
201812, Entire continent, year, Stewardess,73940,69606,6.2
201812, Entire continent, year, entire,1324119,1134068,16.8
201901, Entire continent, year, male,437918,401995,8.9
201901, Entire continent, year, female,587625,486097,20.9
201901, Entire continent, year, Stewardess,79260,67944,16.7
201901, Entire continent, year, entire,1104803,956036,15.6
201902, Entire continent, year, male,499031,465127,7.3
201902, Entire continent, year, female,633382,519166,22
201902, Entire continent, year, Stewardess,69389,61122,13.5
201902, Entire continent, year, entire,1201802,1045415,15
201903, Entire continent, year, male,576167,554049,4
201903, Entire continent, year, female,876370,739371,18.5
201903, Entire continent, year, Stewardess,83104,72680,14.3
201903, Entire continent, year, entire,1535641,1366100,12.4
201904, Entire continent, year, male,628813,537333,17
201904, Entire continent, year, female,907761,710430,27.8
201904, Entire continent, year, Stewardess,98492,83946,17.3
201904, Entire continent, year, entire,1635066,1331709,22.8
201905, Entire continent, year, male,578778,509016,13.7
201905, Entire continent, year, female,809257,643073,25.8
201905, Entire continent, year, Stewardess,97649,85932,13.6
201905, Entire continent, year, entire,1485684,1238021,20
201906, Entire continent, year, male,564968,512730,10.2
201906, Entire continent, year, female,827189,689650,19.9
201906, Entire continent, year, Stewardess,84061,79713,5.5
201906, Entire continent, year, entire,1476218,1282093,15.1
201907, Entire continent, year, male,557943,514359,8.5
201907, Entire continent, year, female,809558,665761,21.6
201907, Entire continent, year, Stewardess,80566,74713,7.8
201907, Entire continent, year, entire,1448067,1254833,15.4
201908, Entire continent, year, male,608589,554657,9.7
201908, Entire continent, year, female,867890,758376,14.4
201908, Entire continent, year, Stewardess,109820,78694,39.6
201908, Entire continent, year, entire,1586299,1391727,14
201909, Entire continent, year, male,574479,514005,11.8
201909, Entire continent, year, female,801593,687429,16.6
201909, Entire continent, year, Stewardess,83592,77170,8.3
201909, Entire continent, year, entire,1459664,1278604,14.2
201910, Entire continent, year, male,623952,608399,2.6
201910, Entire continent, year, female,937993,830871,12.9
201910, Entire continent, year, Stewardess,94250,88562,6.4
201910, Entire continent, year, entire,1656195,1527832,8.4
201911, Entire continent, year, male,557064,534835,4.2
201911, Entire continent, year, female,819922,738069,11.1
201911, Entire continent, year, Stewardess,79443,77486,2.5
201911, Entire continent, year, entire,1456429,1350390,7.9
201912, Entire continent, year, male,560601,522680,7.3
201912, Entire continent, year, female,816840,727499,12.3
201912, Entire continent, year, Stewardess,79447,73940,7.4
201912, Entire continent, year, entire,1456888,1324119,10
202001, Entire continent, year, male,501521,437918,14.5
202001, Entire continent, year, female,691867,587625,17.7
202001, Entire continent, year, Stewardess,79320,79260,0.1
202001, Entire continent, year, entire,1272708,1104803,15.2
202002, Entire continent, year, male,283669,499031,-43.2
202002, Entire continent, year, female,349083,633382,-44.9
202002, Entire continent, year, Stewardess,52460,69389,-24.4
202002, Entire continent, year, entire,685212,1201802,-43
202003, Entire continent, year, male,37484,576167,-93.5
202003, Entire continent, year, female,29228,876370,-96.7
202003, Entire continent, year, Stewardess,16785,83104,-79.8
202003, Entire continent, year, entire,83497,1535641,-94.6
202004, Entire continent, year, male,11655,628813,-98.1
202004, Entire continent, year, female,8534,907761,-99.1
202004, Entire continent, year, Stewardess,9226,98492,-90.6
202004, Entire continent, year, entire,29415,1635066,-98.2
202005, Entire continent, year, male,11874,578778,-97.9
202005, Entire continent, year, female,6123,809257,-99.2
202005, Entire continent, year, Stewardess,12809,97649,-86.9
202005, Entire continent, year, entire,30806,1485684,-97.9
202006, Entire continent, year, male,15819,564968,-97.2
202006, Entire continent, year, female,7531,827189,-99.1
202006, Entire continent, year, Stewardess,13588,84061,-83.8
202006, Entire continent, year, entire,36938,1476218,-97.5
202007, Entire continent, year, male,21065,557943,-96.2
202007, Entire continent, year, female,9324,809558,-98.8
202007, Entire continent, year, Stewardess,30623,80566,-62
202007, Entire continent, year, entire,61012,1448067,-95.8
202008, Entire continent, year, male,20528,608589,-96.6
202008, Entire continent, year, female,16921,867890,-98.1
202008, Entire continent, year, Stewardess,31348,109820,-71.5
202008, Entire continent, year, entire,68797,1586299,-95.7
202009, Entire continent, year, male,20033,574479,-96.5
202009, Entire continent, year, female,12283,801593,-98.5
202009, Entire continent, year, Stewardess,32724,83592,-60.9
202009, Entire continent, year, entire,65040,1459664,-95.5
202010, Entire continent, year, male,18885,623952,-97
202010, Entire continent, year, female,9058,937993,-99
202010, Entire continent, year, Stewardess,33642,94250,-64.3
202010, Entire continent, year, entire,61585,1656195,-96.3
202011, Entire continent, year, male,18371,557064,-96.7
202011, Entire continent, year, female,8954,819922,-98.9
202011, Entire continent, year, Stewardess,34439,79443,-56.6
202011, Entire continent, year, entire,61764,1456429,-95.8
202012, Entire continent, year, male,17690,560601,-96.8
202012, Entire continent, year, female,7611,816840,-99.1
202012, Entire continent, year, Stewardess,37043,79447,-53.4
202012, Entire continent, year, entire,62344,1456888,-95.7
202101, Entire continent, year, male,16511,501521,-96.7
202101, Entire continent, year, female,7009,691867,-99
202101, Entire continent, year, Stewardess,34877,79320,-56
202101, Entire continent, year, entire,58397,1272708,-95.4
202102, Entire continent, year, male,20224,283669,-92.9
202102, Entire continent, year, female,14769,349083,-95.8
202102, Entire continent, year, Stewardess,30589,52460,-41.7
202102, Entire continent, year, entire,65582,685212,-90.4
202103, Entire continent, year, male,24918,37484,-33.5
202103, Entire continent, year, female,13438,29228,-54
202103, Entire continent, year, Stewardess,36248,16785,116
202103, Entire continent, year, entire,74604,83497,-10.7
202104, Entire continent, year, male,23842,11655,104.6
202104, Entire continent, year, female,11620,8534,36.2
202104, Entire continent, year, Stewardess,34650,9226,275.6
202104, Entire continent, year, entire,70112,29415,138.4
202105, Entire continent, year, male,24517,11874,106.5
202105, Entire continent, year, female,14207,6123,132
202105, Entire continent, year, Stewardess,35739,12809,179
202105, Entire continent, year, entire,74463,30806,141.7
202106, Entire continent, year, male,26270,15819,66.1
202106, Entire continent, year, female,15006,7531,99.3
202106, Entire continent, year, Stewardess,35753,13588,163.1
202106, Entire continent, year, entire,77029,36938,108.5
202107, Entire continent, year, male,29706,21065,41
202107, Entire continent, year, female,17598,9324,88.7
202107, Entire continent, year, Stewardess,35701,30623,16.6
202107, Entire continent, year, entire,83005,61012,36
202108, Entire continent, year, male,33144,20528,61.5
202108, Entire continent, year, female,27693,16921,63.7
202108, Entire continent, year, Stewardess,36250,31348,15.6
202108, Entire continent, year, entire,97087,68797,41.1
202109, Entire continent, year, male,32513,20033,62.3
202109, Entire continent, year, female,22075,12283,79.7
202109, Entire continent, year, Stewardess,35212,32724,7.6
202109, Entire continent, year, entire,89800,65040,38.1
202110, Entire continent, year, male,35211,18885,86.4
202110, Entire continent, year, female,18030,9058,99.1
202110, Entire continent, year, Stewardess,39175,33642,16.4
202110, Entire continent, year, entire,92416,61585,50.1
202111, Entire continent, year, male,36184,18371,97
202111, Entire continent, year, female,17924,8954,100.2
202111, Entire continent, year, Stewardess,40250,34439,16.9
202111, Entire continent, year, entire,94358,61764,52.8
202112, Entire continent, year, male,32854,17690,85.7
202112, Entire continent, year, female,17325,7611,127.6
202112, Entire continent, year, Stewardess,39971,37043,7.9
202112, Entire continent, year, entire,90150,62344,44.6
202201, Entire continent, year, male,28834,16511,74.6
202201, Entire continent, year, female,13328,7009,90.2
202201, Entire continent, year, Stewardess,39689,34877,13.8
202201, Entire continent, year, entire,81851,58397,40.2
202202, Entire continent, year, male,36184,20224,78.9
202202, Entire continent, year, female,28987,14769,96.3
202202, Entire continent, year, Stewardess,34828,30589,13.9
202202, Entire continent, year, entire,99999,65582,52.5
202203, Entire continent, year, male,37477,24918,50.4
202203, Entire continent, year, female,20258,13438,50.8
202203, Entire continent, year, Stewardess,39033,36248,7.7
202203, Entire continent, year, entire,96768,74604,29.7
202204, Entire continent, year, male,56183,23842,135.6
202204, Entire continent, year, female,34785,11620,199.4
202204, Entire continent, year, Stewardess,36951,34650,6.6
202204, Entire continent, year, entire,127919,70112,82.4
202205, Entire continent, year, male,82169,24517,235.2
202205, Entire continent, year, female,52188,14207,267.3
202205, Entire continent, year, Stewardess,41565,35739,16.3
202205, Entire continent, year, entire,175922,74463,136.3
202206, Entire continent, year, male,105712,26270,302.4
202206, Entire continent, year, female,80549,15006,436.8
202206, Entire continent, year, Stewardess,41452,35753,15.9
202206, Entire continent, year, entire,227713,77029,195.6
202207, Entire continent, year, male,121199,29706,308
202207, Entire continent, year, female,98160,17598,457.8
202207, Entire continent, year, Stewardess,44627,35701,25
202207, Entire continent, year, entire,263986,83005,218
202208, Entire continent, year, male,140007,33144,322.4
202208, Entire continent, year, female,126434,27693,356.6
202208, Entire continent, year, Stewardess,44504,36250,22.8
202208, Entire continent, year, entire,310945,97087,220.3
202209, Entire continent, year, male,154721,32513,375.9
202209, Entire continent, year, female,139322,22075,531.1
202209, Entire continent, year, Stewardess,43595,35212,23.8
202209, Entire continent, year, entire,337638,89800,276
202210, Entire continent, year, male,201483,35211,472.2
202210, Entire continent, year, female,224985,18030,1147.8
202210, Entire continent, year, Stewardess,49629,39175,26.7
202210, Entire continent, year, entire,476097,92416,415.2
202211, Entire continent, year, male,206321,36184,470.2
202211, Entire continent, year, female,203613,17924,1036
202211, Entire continent, year, Stewardess,49972,40250,24.2
202211, Entire continent, year, entire,459906,94358,387.4
202212, Entire continent, year, male,232896,32854,608.9
202212, Entire continent, year, female,267424,17325,1443.6
202212, Entire continent, year, Stewardess,38953,39971,-2.5
202212, Entire continent, year, entire,539273,90150,498.2
202301, Entire continent, year, male,184650,28834,540.4
202301, Entire continent, year, female,209097,13328,1468.9
202301, Entire continent, year, Stewardess,40682,39689,2.5
202301, Entire continent, year, entire,434429,81851,430.8
202302, Entire continent, year, male,198254,36184,447.9
202302, Entire continent, year, female,242602,28987,736.9
202302, Entire continent, year, Stewardess,38392,34828,10.2
202302, Entire continent, year, entire,479248,99999,379.3
202303, Entire continent, year, male,310440,37477,728.3
202303, Entire continent, year, female,434348,20258,2044.1
202303, Entire continent, year, Stewardess,55787,39033,42.9
202303, Entire continent, year, entire,800575,96768,727.3
202304, Entire continent, year, male,349590,56183,522.2
202304, Entire continent, year, female,476500,34785,1269.8
202304, Entire continent, year, Stewardess,62686,36951,69.6
202304, Entire continent, year, entire,888776,127919,594.8
202305, Entire continent, year, male,345979,82169,321.1
202305, Entire continent, year, female,456746,52188,775.2
202305, Entire continent, year, Stewardess,64405,41565,55
202305, Entire continent, year, entire,867130,175922,392.9
202306, Entire continent, year, male,357199,105712,237.9
202306, Entire continent, year, female,536935,80549,566.6
202306, Entire continent, year, Stewardess,66504,41452,60.4
202306, Entire continent, year, entire,960638,227713,321.9
202307, Entire continent, year, male,390848,121199,222.5
202307, Entire continent, year, female,576482,98160,487.3
202307, Entire continent, year, Stewardess,64858,44627,45.3
202307, Entire continent, year, entire,1032188,263986,291
202308, Entire continent, year, male,417005,140007,197.8
202308, Entire continent, year, female,608409,126434,381.2
202308, Entire continent, year, Stewardess,63719,44504,43.2
202308, Entire continent, year, entire,1089133,310945,250.3
201601, Asia, Year and Continent, male,339872,293214,15.9
201601, Asia, Year and Continent, female,508024,413974,22.7
201601, Asia, Year and Continent, Stewardess,64391,55963,15.1
201601, Asia, Year and Continent, entire,912287,763151,19.5
201601, America, Year and Continent, male,37407,35510,5.3
201601, America, Year and Continent, female,27043,24333,11.1
201601, America, Year and Continent, Stewardess,5412,4060,33.3
201601, America, Year and Continent, entire,69862,63903,9.3
201601, Europe, Year and Continent, male,32958,31306,5.3
201601, Europe, Year and Continent, female,15691,14257,10.1
201601, Europe, Year and Continent, Stewardess,12019,9619,25
201601, Europe, Year and Continent, entire,60668,55182,9.9
201601, Oceania, Year and Continent, male,6867,7101,-3.3
201601, Oceania, Year and Continent, female,5671,5734,-1.1
201601, Oceania, Year and Continent, Stewardess,540,402,34.3
201601, Oceania, Year and Continent, entire,13078,13237,-1.2
201601, Africa, Year and Continent, male,1803,1437,25.5
201601, Africa, Year and Continent, female,797,665,19.8
201601, Africa, Year and Continent, Stewardess,494,325,52
201601, Africa, Year and Continent, entire,3094,2427,27.5
201601, etc, Year and Continent, male,18,10,80
201601, etc, Year and Continent, female,10,6,66.7
201601, etc, Year and Continent, Stewardess,24,23,4.3
201601, etc, Year and Continent, entire,52,39,33.3
201601, Korean, Year and Continent, male,8068,8478,-4.8
201601, Korean, Year and Continent, female,10322,10637,-3
201601, Korean, Year and Continent, Stewardess,0,0,0
201601, Korean, Year and Continent, entire,18390,19115,-3.8
201602, Asia, Year and Continent, male,378089,349559,8.2
201602, Asia, Year and Continent, female,531832,493178,7.8
201602, Asia, Year and Continent, Stewardess,62897,63183,-0.5
201602, Asia, Year and Continent, entire,972818,905920,7.4
201602, America, Year and Continent, male,34161,34182,-0.1
201602, America, Year and Continent, female,25045,23618,6
201602, America, Year and Continent, Stewardess,5913,5030,17.6
201602, America, Year and Continent, entire,65119,62830,3.6
201602, Europe, Year and Continent, male,30503,28182,8.2
201602, Europe, Year and Continent, female,14318,12519,14.4
201602, Europe, Year and Continent, Stewardess,12252,11175,9.6
201602, Europe, Year and Continent, entire,57073,51876,10
201602, Oceania, Year and Continent, male,5422,4987,8.7
201602, Oceania, Year and Continent, female,3576,3516,1.7
201602, Oceania, Year and Continent, Stewardess,560,414,35.3
201602, Oceania, Year and Continent, entire,9558,8917,7.2
201602, Africa, Year and Continent, male,2215,1764,25.6
201602, Africa, Year and Continent, female,923,744,24.1
201602, Africa, Year and Continent, Stewardess,580,368,57.6
201602, Africa, Year and Continent, entire,3718,2876,29.3
201602, etc, Year and Continent, male,15,15,0
201602, etc, Year and Continent, female,19,10,90
201602, etc, Year and Continent, Stewardess,38,18,111.1
201602, etc, Year and Continent, entire,72,43,67.4
201602, Korean, Year and Continent, male,7854,8022,-2.1
201602, Korean, Year and Continent, female,10038,10222,-1.8
201602, Korean, Year and Continent, Stewardess,0,0,0
201602, Korean, Year and Continent, entire,17892,18244,-1.9
201603, Asia, Year and Continent, male,413164,385822,7.1
201603, Asia, Year and Continent, female,682966,572851,19.2
201603, Asia, Year and Continent, Stewardess,79831,79113,0.9
201603, Asia, Year and Continent, entire,1175961,1037786,13.3
201603, America, Year and Continent, male,45602,46646,-2.2
201603, America, Year and Continent, female,35614,33259,7.1
201603, America, Year and Continent, Stewardess,6934,6086,13.9
201603, America, Year and Continent, entire,88150,85991,2.5
201603, Europe, Year and Continent, male,42444,39281,8.1
201603, Europe, Year and Continent, female,21824,17614,23.9
201603, Europe, Year and Continent, Stewardess,16011,14955,7.1
201603, Europe, Year and Continent, entire,80279,71850,11.7
201603, Oceania, Year and Continent, male,8322,7073,17.7
201603, Oceania, Year and Continent, female,6873,5240,31.2
201603, Oceania, Year and Continent, Stewardess,646,1144,-43.5
201603, Oceania, Year and Continent, entire,15841,13457,17.7
201603, Africa, Year and Continent, male,2435,2272,7.2
201603, Africa, Year and Continent, female,726,696,4.3
201603, Africa, Year and Continent, Stewardess,815,423,92.7
201603, Africa, Year and Continent, entire,3976,3391,17.3
201603, etc, Year and Continent, male,36,31,16.1
201603, etc, Year and Continent, female,10,6,66.7
201603, etc, Year and Continent, Stewardess,16,21,-23.8
201603, etc, Year and Continent, entire,62,58,6.9
201603, Korean, Year and Continent, male,10357,10944,-5.4
201603, Korean, Year and Continent, female,14773,14667,0.7
201603, Korean, Year and Continent, Stewardess,0,0,0
201603, Korean, Year and Continent, entire,25130,25611,-1.9
201604, Asia, Year and Continent, male,433058,410072,5.6
201604, Asia, Year and Continent, female,716395,638970,12.1
201604, Asia, Year and Continent, Stewardess,88385,104485,-15.4
201604, Asia, Year and Continent, entire,1237838,1153527,7.3
201604, America, Year and Continent, male,52365,51379,1.9
201604, America, Year and Continent, female,43322,41353,4.8
201604, America, Year and Continent, Stewardess,6957,10210,-31.9
201604, America, Year and Continent, entire,102644,102942,-0.3
201604, Europe, Year and Continent, male,43118,40977,5.2
201604, Europe, Year and Continent, female,21775,21229,2.6
201604, Europe, Year and Continent, Stewardess,18226,17920,1.7
201604, Europe, Year and Continent, entire,83119,80126,3.7
201604, Oceania, Year and Continent, male,8756,8803,-0.5
201604, Oceania, Year and Continent, female,7516,7458,0.8
201604, Oceania, Year and Continent, Stewardess,676,2312,-70.8
201604, Oceania, Year and Continent, entire,16948,18573,-8.7
