Base date, Major countries and continents, country name, Purpose classification, personnel, Same period last year, increase/decrease rate
202201, europe, Netherlands, etc,795,1129,-29.6
202201, europe, Netherlands, entire,926,1156,-19.9
202201, europe, Ukraine, tourism,301,186,61.8
202201, europe, Ukraine, commercial,7,3,133.3
202201, europe, Ukraine, Public,3,0,0
202201, europe, Ukraine, Study Abroad,23,16,43.8
202201, europe, Ukraine, etc,698,788,-11.4
202201, europe, Ukraine, entire,1032,993,3.9
202201, europe, Spain, tourism,57,10,470
202201, europe, Spain, commercial,13,10,30
202201, europe, Spain, Public,7,2,250
202201, europe, Spain, Study Abroad,24,13,84.6
202201, europe, Spain, etc,128,71,80.3
202201, europe, Spain, entire,229,106,116
202201, europe, Romania, tourism,197,44,347.7
202201, europe, Romania, commercial,2,4,-50
202201, europe, Romania, Public,3,1,200
202201, europe, Romania, Study Abroad,4,2,100
202201, europe, Romania, etc,153,205,-25.4
202201, europe, Romania, entire,359,256,40.2
202201, europe, Norway, tourism,34,5,580
202201, europe, Norway, commercial,15,7,114.3
202201, europe, Norway, Public,0,0,0
202201, europe, Norway, Study Abroad,22,7,214.3
202201, europe, Norway, etc,50,40,25
202201, europe, Norway, entire,121,59,105.1
202201, europe, Sweden, tourism,74,0,0
202201, europe, Sweden, commercial,12,22,-45.5
202201, europe, Sweden, Public,4,4,0
202201, europe, Sweden, Study Abroad,20,10,100
202201, europe, Sweden, etc,75,40,87.5
202201, europe, Sweden, entire,185,76,143.4
202201, europe, Poland, tourism,101,13,676.9
202201, europe, Poland, commercial,7,31,-77.4
202201, europe, Poland, Public,2,0,0
202201, europe, Poland, Study Abroad,7,10,-30
202201, europe, Poland, etc,265,282,-6
202201, europe, Poland, entire,382,336,13.7
202201, europe, Swiss, tourism,28,3,833.3
202201, europe, Swiss, commercial,5,4,25
202201, europe, Swiss, Public,1,1,0
202201, europe, Swiss, Study Abroad,10,8,25
202201, europe, Swiss, etc,48,37,29.7
202201, europe, Swiss, entire,92,53,73.6
202201, europe, Portugal, tourism,19,0,0
202201, europe, Portugal, commercial,5,4,25
202201, europe, Portugal, Public,0,0,0
202201, europe, Portugal, Study Abroad,10,2,400
202201, europe, Portugal, etc,184,42,338.1
202201, europe, Portugal, entire,218,48,354.2
202201, europe,Austria, tourism,21,2,950
202201, europe,Austria, commercial,9,4,125
202201, europe,Austria, Public,0,0,0
202201, europe,Austria, Study Abroad,6,5,20
202201, europe,Austria, etc,108,90,20
202201, europe,Austria, entire,144,101,42.6
202201, europe, Finland, tourism,27,2, 1_250.0
202201, europe, Finland, commercial,4,7,-42.9
202201, europe, Finland, Public,1,0,0
202201, europe, Finland, Study Abroad,17,26,-34.6
202201, europe, Finland, etc,219,171,28.1
202201, europe, Finland, entire,268,206,30.1
202201, europe, Belgium, tourism,39,17,129.4
202201, europe, Belgium, commercial,13,9,44.4
202201, europe, Belgium, Public,3,1,200
202201, europe, Belgium, Study Abroad,5,10,-50
202201, europe, Belgium, etc,145,93,55.9
202201, europe, Belgium, entire,205,130,57.7
202201, europe, Croatia, tourism,80,32,150
202201, europe, Croatia, commercial,2,0,0
202201, europe, Croatia, Public,0,0,0
202201, europe, Croatia, Study Abroad,2,0,0
202201, europe, Croatia, etc,73,90,-18.9
202201, europe, Croatia, entire,157,122,28.7
202201, europe, Greece, tourism,188,82,129.3
202201, europe, Greece, commercial,13,14,-7.1
202201, europe, Greece, Public,2,0,0
202201, europe, Greece, Study Abroad,1,0,0
202201, europe, Greece, etc,182,110,65.5
202201, europe, Greece, entire,386,206,87.4
202201, europe, Bulgaria, tourism,39,6,550
202201, europe, Bulgaria, commercial,0,1,-100
202201, europe, Bulgaria, Public,2,1,100
202201, europe, Bulgaria, Study Abroad,11,5,120
202201, europe, Bulgaria, etc,165,125,32
202201, europe, Bulgaria, entire,217,138,57.2
202201, europe, Denmark, tourism,46,13,253.8
202201, europe, Denmark, commercial,7,2,250
202201, europe, Denmark, Public,5,0,0
202201, europe, Denmark, Study Abroad,12,13,-7.7
202201, europe, Denmark, etc,73,79,-7.6
202201, europe, Denmark, entire,143,107,33.6
202201, europe, Ireland, tourism,15,15,0
202201, europe, Ireland, commercial,2,2,0
202201, europe, Ireland, Public,3,1,200
202201, europe, Ireland, Study Abroad,6,2,200
202201, europe, Ireland, etc,86,25,244
202201, europe, Ireland, entire,112,45,148.9
202201, europe, etc, tourism,145,58,150
202201, europe, etc, commercial,4,27,-85.2
202201, europe, etc, Public,7,3,133.3
202201, europe, etc, Study Abroad,64,17,276.5
202201, europe, etc, etc,490,313,56.5
202201, europe, etc, entire,710,418,69.9
202201, Oceania, Year and Continent, tourism,205,28,632.1
202201, Oceania, Year and Continent, commercial,46,19,142.1
202201, Oceania, Year and Continent, Public,12,9,33.3
202201, Oceania, Year and Continent, Study Abroad,6,8,-25
202201, Oceania, Year and Continent, etc,558,284,96.5
202201, Oceania, Year and Continent, entire,827,348,137.6
202201, Oceania, australia, tourism,175,20,775
202201, Oceania, australia, commercial,41,13,215.4
202201, Oceania, australia, Public,8,5,60
202201, Oceania, australia, Study Abroad,2,3,-33.3
202201, Oceania, australia, etc,385,164,134.8
202201, Oceania, australia, entire,611,205,198
202201, Oceania, New Zealand, tourism,30,4,650
202201, Oceania, New Zealand, commercial,5,6,-16.7
202201, Oceania, New Zealand, Public,2,0,0
202201, Oceania, New Zealand, Study Abroad,0,1,-100
202201, Oceania, New Zealand, etc,156,93,67.7
202201, Oceania, New Zealand, entire,193,104,85.6
202201, Oceania, etc, tourism,0,4,-100
202201, Oceania, etc, commercial,0,0,0
202201, Oceania, etc, Public,2,4,-50
202201, Oceania, etc, Study Abroad,4,4,0
202201, Oceania, etc, etc,17,27,-37
202201, Oceania, etc, entire,23,39,-41
202201, Africa, Year and Continent, tourism,43,21,104.8
202201, Africa, Year and Continent, commercial,149,206,-27.7
202201, Africa, Year and Continent, Public,39,29,34.5
202201, Africa, Year and Continent, Study Abroad,107,140,-23.6
202201, Africa, Year and Continent, etc,710,610,16.4
202201, Africa, Year and Continent, entire,1048,1006,4.2
202201, Africa, Republic of South Africa, tourism,0,0,0
202201, Africa, Republic of South Africa, commercial,3,3,0
202201, Africa, Republic of South Africa, Public,1,0,0
202201, Africa, Republic of South Africa, Study Abroad,1,0,0
202201, Africa, Republic of South Africa, etc,99,76,30.3
202201, Africa, Republic of South Africa, entire,104,79,31.6
202201, Africa, etc, tourism,43,21,104.8
202201, Africa, etc, commercial,146,203,-28.1
202201, Africa, etc, Public,38,29,31
202201, Africa, etc, Study Abroad,106,140,-24.3
202201, Africa, etc, etc,611,534,14.4
202201, Africa, etc, entire,944,927,1.8
202201, etc, Year and Continent, tourism,1,2,-50
202201, etc, Year and Continent, commercial,0,0,0
202201, etc, Year and Continent, Public,0,0,0
202201, etc, Year and Continent, Study Abroad,0,0,0
202201, etc, Year and Continent, etc,0,2,-100
202201, etc, Year and Continent, entire,1,4,-75
202201, etc, etc, tourism,1,2,-50
202201, etc, etc, commercial,0,0,0
202201, etc, etc, Public,0,0,0
202201, etc, etc, Study Abroad,0,0,0
202201, etc, etc, etc,0,2,-100
202201, etc, etc, entire,1,4,-75
202201, Korean, Year and Continent, tourism,0,0,0
202201, Korean, Year and Continent, commercial,0,0,0
202201, Korean, Year and Continent, Public,0,0,0
202201, Korean, Year and Continent, Study Abroad,0,0,0
202201, Korean, Year and Continent, etc,849,811,4.7
202201, Korean, Year and Continent, entire,849,811,4.7
202201, Korean, Korean, tourism,0,0,0
202201, Korean, Korean, commercial,0,0,0
202201, Korean, Korean, Public,0,0,0
202201, Korean, Korean, Study Abroad,0,0,0
202201, Korean, Korean, etc,849,811,4.7
202201, Korean, Korean, entire,849,811,4.7
202202, Entire continent, year, tourism,16512,8500,94.3
202202, Entire continent, year, commercial,2135,1156,84.7
202202, Entire continent, year, Public,1222,666,83.5
202202, Entire continent, year, Study Abroad,25444,13164,93.3
202202, Entire continent, year, etc,54686,42096,29.9
202202, Entire continent, year, entire,99999,65582,52.5
202202, Asia, Year and Continent, tourism,8841,5386,64.1
202202, Asia, Year and Continent, commercial,1505,705,113.5
202202, Asia, Year and Continent, Public,249,61,308.2
202202, Asia, Year and Continent, Study Abroad,18212,9182,98.3
202202, Asia, Year and Continent, etc,30785,23375,31.7
202202, Asia, Year and Continent, entire,59592,38709,53.9
202202, Asia, china, tourism,1194,420,184.3
202202, Asia, china, commercial,381,221,72.4
202202, Asia, china, Public,3,4,-25
202202, Asia, china, Study Abroad,7881,4583,72
202202, Asia, china, etc,7293,6754,8
202202, Asia, china, entire,16752,11982,39.8
202202, Asia, japan, tourism,91,31,193.5
202202, Asia, japan, commercial,216,148,45.9
202202, Asia, japan, Public,5,2,150
202202, Asia, japan, Study Abroad,2088,1020,104.7
202202, Asia, japan, etc,534,518,3.1
202202, Asia, japan, entire,2934,1719,70.7
202202, Asia, taiwan, tourism,50,40,25
202202, Asia, taiwan, commercial,42,23,82.6
202202, Asia, taiwan, Public,1,0,0
202202, Asia, taiwan, Study Abroad,531,205,159
202202, Asia, taiwan, etc,233,176,32.4
202202, Asia, taiwan, entire,857,444,93
202202, Asia, Hong Kong, tourism,17,4,325
202202, Asia, Hong Kong, commercial,9,17,-47.1
202202, Asia, Hong Kong, Public,0,0,0
202202, Asia, Hong Kong, Study Abroad,207,84,146.4
202202, Asia, Hong Kong, etc,39,24,62.5
202202, Asia, Hong Kong, entire,272,129,110.9
202202, Asia, Macau, tourism,0,0,0
202202, Asia, Macau, commercial,0,0,0
202202, Asia, Macau, Public,0,0,0
202202, Asia, Macau, Study Abroad,2,3,-33.3
202202, Asia, Macau, etc,0,1,-100
202202, Asia, Macau, entire,2,4,-50
202202, Asia, Philippines, tourism,2447,2026,20.8
202202, Asia, Philippines, commercial,15,19,-21.1
202202, Asia, Philippines, Public,45,8,462.5
202202, Asia, Philippines, Study Abroad,36,17,111.8
202202, Asia, Philippines, etc,6495,5936,9.4
202202, Asia, Philippines, entire,9038,8006,12.9
202202, Asia, Indonesia, tourism,1026,1034,-0.8
202202, Asia, Indonesia, commercial,8,1,700
202202, Asia, Indonesia, Public,8,0,0
202202, Asia, Indonesia, Study Abroad,711,436,63.1
202202, Asia, Indonesia, etc,2672,2072,29
202202, Asia, Indonesia, entire,4425,3543,24.9
202202, Asia, thailand, tourism,276,60,360
202202, Asia, thailand, commercial,25,2, 1_150.0
202202, Asia, thailand, Public,21,13,61.5
202202, Asia, thailand, Study Abroad,281,101,178.2
202202, Asia, thailand, etc,889,229,288.2
202202, Asia, thailand, entire,1492,405,268.4
202202, Asia, vietnam, tourism,279,50,458
202202, Asia, vietnam, commercial,33,5,560
202202, Asia, vietnam, Public,3,2,50
202202, Asia, vietnam, Study Abroad,2797,1250,123.8
202202, Asia, vietnam, etc,1890,395,378.5
202202, Asia, vietnam, entire,5002,1702,193.9
202202, Asia, India, tourism,885,678,30.5
202202, Asia, India, commercial,146,71,105.6
202202, Asia, India, Public,6,2,200
202202, Asia, India, Study Abroad,284,169,68
202202, Asia, India, etc,1928,1400,37.7
202202, Asia, India, entire,3249,2320,40
202202, Asia, malaysia, tourism,76,42,81
202202, Asia, malaysia, commercial,38,15,153.3
202202, Asia, malaysia, Public,1,0,0
202202, Asia, malaysia, Study Abroad,529,171,209.4
202202, Asia, malaysia, etc,343,166,106.6
202202, Asia, malaysia, entire,987,394,150.5
202202, Asia, Singapore, tourism,956,4,23_800.0
202202, Asia, Singapore, commercial,71,17,317.6
202202, Asia, Singapore, Public,1,1,0
202202, Asia, Singapore, Study Abroad,182,24,658.3
202202, Asia, Singapore, etc,279,46,506.5
202202, Asia, Singapore, entire,1489,92, 1_518.5
202202, Asia, Mongolia, tourism,152,47,223.4
202202, Asia, Mongolia, commercial,7,0,0
202202, Asia, Mongolia, Public,46,5,820
202202, Asia, Mongolia, Study Abroad,624,245,154.7
202202, Asia, Mongolia, etc,345,30, 1_050.0
202202, Asia, Mongolia, entire,1174,327,259
202202, Asia, Uzbekistan, tourism,20,4,400
202202, Asia, Uzbekistan, commercial,66,1, 6_500.0
202202, Asia, Uzbekistan, Public,0,0,0
202202, Asia, Uzbekistan, Study Abroad,670,86,679.1
202202, Asia, Uzbekistan, etc,819,524,56.3
202202, Asia, Uzbekistan, entire,1575,615,156.1
202202, Asia, Myanmar, tourism,1023,836,22.4
202202, Asia, Myanmar, commercial,2,3,-33.3
202202, Asia, Myanmar, Public,0,0,0
202202, Asia, Myanmar, Study Abroad,149,76,96.1
202202, Asia, Myanmar, etc,3117,3353,-7
202202, Asia, Myanmar, entire,4291,4268,0.5
202202, Asia, GCC, tourism,114,32,256.2
202202, Asia, GCC, commercial,23,4,475
202202, Asia, GCC, Public,37,1, 3_600.0
202202, Asia, GCC, Study Abroad,100,69,44.9
202202, Asia, GCC, etc,121,91,33
202202, Asia, GCC, entire,395,197,100.5
202202, Asia, Kazakhstan, tourism,58,23,152.2
202202, Asia, Kazakhstan, commercial,2,1,100
202202, Asia, Kazakhstan, Public,0,1,-100
202202, Asia, Kazakhstan, Study Abroad,143,208,-31.2
202202, Asia, Kazakhstan, etc,247,504,-51
202202, Asia, Kazakhstan, entire,450,737,-38.9
202202, Asia, Turkye, tourism,38,10,280
202202, Asia, Turkye, commercial,16,14,14.3
202202, Asia, Turkye, Public,1,5,-80
202202, Asia, Turkye, Study Abroad,160,72,122.2
202202, Asia, Turkye, etc,325,275,18.2
202202, Asia, Turkye, entire,540,376,43.6
202202, Asia, Cambodia, tourism,20,0,0
202202, Asia, Cambodia, commercial,0,1,-100
202202, Asia, Cambodia, Public,34,0,0
202202, Asia, Cambodia, Study Abroad,82,56,46.4
202202, Asia, Cambodia, etc,714,406,75.9
202202, Asia, Cambodia, entire,850,463,83.6
202202, Asia, Sri Lanka, tourism,27,12,125
202202, Asia, Sri Lanka, commercial,4,2,100
202202, Asia, Sri Lanka, Public,0,0,0
202202, Asia, Sri Lanka, Study Abroad,36,22,63.6
202202, Asia, Sri Lanka, etc,408,125,226.4
202202, Asia, Sri Lanka, entire,475,161,195
202202, Asia, Bangladesh, tourism,20,10,100
202202, Asia, Bangladesh, commercial,10,0,0
202202, Asia, Bangladesh, Public,8,0,0
202202, Asia, Bangladesh, Study Abroad,170,6, 2_733.3
202202, Asia, Bangladesh, etc,481,93,417.2
202202, Asia, Bangladesh, entire,689,109,532.1
202202, Asia, Pakistan, tourism,15,10,50
202202, Asia, Pakistan, commercial,46,29,58.6
202202, Asia, Pakistan, Public,0,1,-100
202202, Asia, Pakistan, Study Abroad,141,160,-11.9
202202, Asia, Pakistan, etc,336,125,168.8
202202, Asia, Pakistan, entire,538,325,65.5
202202, Asia, Israel, tourism,9,0,0
202202, Asia, Israel, commercial,18,0,0
202202, Asia, Israel, Public,0,0,0
202202, Asia, Israel, Study Abroad,18,6,200
202202, Asia, Israel, etc,48,12,300
202202, Asia, Israel, entire,93,18,416.7
202202, Asia, Iran, tourism,10,0,0
202202, Asia, Iran, commercial,3,2,50
202202, Asia, Iran, Public,4,0,0
202202, Asia, Iran, Study Abroad,61,35,74.3
202202, Asia, Iran, etc,34,10,240
202202, Asia, Iran, entire,112,47,138.3
202202, Asia, etc, tourism,38,13,192.3
202202, Asia, etc, commercial,324,109,197.2
202202, Asia, etc, Public,25,16,56.2
202202, Asia, etc, Study Abroad,329,78,321.8
202202, Asia, etc, etc,1195,110,986.4
202202, Asia, etc, entire,1911,326,486.2
202202, America, Year and Continent, tourism,4124,2042,102
202202, America, Year and Continent, commercial,101,44,129.5
202202, America, Year and Continent, Public,861,557,54.6
202202, America, Year and Continent, Study Abroad,2051,753,172.4
202202, America, Year and Continent, etc,12732,9837,29.4
202202, America, Year and Continent, entire,19869,13233,50.1
202202, America, USA, tourism,3847,1957,96.6
202202, America, USA, commercial,50,35,42.9
202202, America, USA, Public,834,544,53.3
202202, America, USA, Study Abroad,1406,464,203
202202, America, USA, etc,9708,8212,18.2
202202, America, USA, entire,15845,11212,41.3
202202, America, Canada, tourism,205,40,412.5
202202, America, Canada, commercial,16,6,166.7
202202, America, Canada, Public,6,2,200
202202, America, Canada, Study Abroad,120,31,287.1
202202, America, Canada, etc,2573,1221,110.7
202202, America, Canada, entire,2920,1300,124.6
202202, America, brazil, tourism,5,1,400
202202, America, brazil, commercial,20,2,900
202202, America, brazil, Public,3,0,0
202202, America, brazil, Study Abroad,95,51,86.3
202202, America, brazil, etc,134,98,36.7
202202, America, brazil, entire,257,152,69.1
202202, America, Mexico, tourism,39,25,56
202202, America, Mexico, commercial,2,0,0
202202, America, Mexico, Public,14,1, 1_300.0
202202, America, Mexico, Study Abroad,203,78,160.3
202202, America, Mexico, etc,187,224,-16.5
202202, America, Mexico, entire,445,328,35.7
202202, America, etc, tourism,28,19,47.4
202202, America, etc, commercial,13,1, 1_200.0
202202, America, etc, Public,4,10,-60
202202, America, etc, Study Abroad,227,129,76
202202, America, etc, etc,130,82,58.5
202202, America, etc, entire,402,241,66.8
202202, europe, Year and Continent, tourism,3233,1009,220.4
202202, europe, Year and Continent, commercial,260,231,12.6
202202, europe, Year and Continent, Public,62,21,195.2
202202, europe, Year and Continent, Study Abroad,4726,2842,66.3
202202, europe, Year and Continent, etc,8731,7233,20.7
202202, europe, Year and Continent, entire,17012,11336,50.1
202202, europe, russia, tourism,420,219,91.8
202202, europe, russia, commercial,91,43,111.6
202202, europe, russia, Public,2,0,0
202202, europe, russia, Study Abroad,417,235,77.4
202202, europe, russia, etc,2353,1935,21.6
202202, europe, russia, entire,3283,2432,35
202202, europe, uk, tourism,378,109,246.8
202202, europe, uk, commercial,15,7,114.3
202202, europe, uk, Public,16,1, 1_500.0
202202, europe, uk, Study Abroad,46,12,283.3
202202, europe, uk, etc,609,356,71.1
202202, europe, uk, entire,1064,485,119.4
202202, europe, germany, tourism,397,20, 1_885.0
202202, europe, germany, commercial,31,55,-43.6
202202, europe, germany, Public,5,2,150
202202, europe, germany, Study Abroad,933,558,67.2
202202, europe, germany, etc,1018,841,21
202202, europe, germany, entire,2384,1476,61.5
202202, europe, france, tourism,307,8, 3_737.5
202202, europe, france, commercial,28,33,-15.2
202202, europe, france, Public,7,8,-12.5
202202, europe, france, Study Abroad,1556,1068,45.7
202202, europe, france, etc,934,694,34.6
202202, europe, france, entire,2832,1811,56.4
202202, europe, Italy, tourism,136,3, 4_433.3
202202, europe, Italy, commercial,12,22,-45.5
202202, europe, Italy, Public,2,0,0
202202, europe, Italy, Study Abroad,211,126,67.5
202202, europe, Italy, etc,210,152,38.2
202202, europe, Italy, entire,571,303,88.4
202202, europe, Netherlands, tourism,107,14,664.3
202202, europe, Netherlands, commercial,4,3,33.3
202202, europe, Netherlands, Public,3,4,-25
202202, europe, Netherlands, Study Abroad,311,50,522
202202, europe, Netherlands, etc,737,782,-5.8
202202, europe, Netherlands, entire,1162,853,36.2
202202, europe, Ukraine, tourism,256,337,-24
202202, europe, Ukraine, commercial,37,4,825
202202, europe, Ukraine, Public,1,1,0
202202, europe, Ukraine, Study Abroad,23,23,0
202202, europe, Ukraine, etc,779,842,-7.5
202202, europe, Ukraine, entire,1096,1207,-9.2
202202, europe, Spain, tourism,81,4, 1_925.0
202202, europe, Spain, commercial,2,7,-71.4
202202, europe, Spain, Public,1,1,0
202202, europe, Spain, Study Abroad,183,140,30.7
202202, europe, Spain, etc,69,56,23.2
202202, europe, Spain, entire,336,208,61.5
202202, europe, Romania, tourism,190,56,239.3
202202, europe, Romania, commercial,1,3,-66.7
202202, europe, Romania, Public,1,0,0
202202, europe, Romania, Study Abroad,22,14,57.1
202202, europe, Romania, etc,156,150,4
202202, europe, Romania, entire,370,223,65.9
202202, europe, Norway, tourism,18,11,63.6
202202, europe, Norway, commercial,4,2,100
202202, europe, Norway, Public,0,0,0
202202, europe, Norway, Study Abroad,63,19,231.6
202202, europe, Norway, etc,30,30,0
202202, europe, Norway, entire,115,62,85.5
202202, europe, Sweden, tourism,61,18,238.9
202202, europe, Sweden, commercial,2,7,-71.4
202202, europe, Sweden, Public,7,0,0
202202, europe, Sweden, Study Abroad,105,54,94.4
202202, europe, Sweden, etc,40,39,2.6
202202, europe, Sweden, entire,215,118,82.2
202202, europe, Poland, tourism,165,17,870.6
202202, europe, Poland, commercial,7,3,133.3
202202, europe, Poland, Public,1,0,0
202202, europe, Poland, Study Abroad,88,46,91.3
202202, europe, Poland, etc,249,203,22.7
202202, europe, Poland, entire,510,269,89.6
202202, europe, Swiss, tourism,46,7,557.1
202202, europe, Swiss, commercial,1,3,-66.7
202202, europe, Swiss, Public,1,0,0
202202, europe, Swiss, Study Abroad,92,81,13.6
202202, europe, Swiss, etc,46,56,-17.9
202202, europe, Swiss, entire,186,147,26.5
202202, europe, Portugal, tourism,19,1, 1_800.0
202202, europe, Portugal, commercial,2,2,0
202202, europe, Portugal, Public,0,0,0
202202, europe, Portugal, Study Abroad,29,20,45
202202, europe, Portugal, etc,158,38,315.8
202202, europe, Portugal, entire,208,61,241
202202, europe,Austria, tourism,51,1, 5_000.0
202202, europe,Austria, commercial,1,2,-50
202202, europe,Austria, Public,0,0,0
202202, europe,Austria, Study Abroad,65,31,109.7
202202, europe,Austria, etc,100,77,29.9
202202, europe,Austria, entire,217,111,95.5
202202, europe, Finland, tourism,18,0,0
202202, europe, Finland, commercial,0,1,-100
202202, europe, Finland, Public,8,0,0
202202, europe, Finland, Study Abroad,156,84,85.7
202202, europe, Finland, etc,212,128,65.6
202202, europe, Finland, entire,394,213,85
202202, europe, Belgium, tourism,66,16,312.5
202202, europe, Belgium, commercial,3,11,-72.7
202202, europe, Belgium, Public,0,2,-100
202202, europe, Belgium, Study Abroad,88,67,31.3
202202, europe, Belgium, etc,117,79,48.1
202202, europe, Belgium, entire,274,175,56.6
202202, europe, Croatia, tourism,110,28,292.9
202202, europe, Croatia, commercial,1,1,0
202202, europe, Croatia, Public,0,0,0
202202, europe, Croatia, Study Abroad,2,2,0
202202, europe, Croatia, etc,80,77,3.9
202202, europe, Croatia, entire,193,108,78.7
202202, europe, Greece, tourism,138,70,97.1
202202, europe, Greece, commercial,7,11,-36.4
202202, europe, Greece, Public,1,1,0
202202, europe, Greece, Study Abroad,6,4,50
202202, europe, Greece, etc,151,104,45.2
202202, europe, Greece, entire,303,190,59.5
202202, europe, Bulgaria, tourism,42,15,180
202202, europe, Bulgaria, commercial,1,0,0
202202, europe, Bulgaria, Public,0,0,0
202202, europe, Bulgaria, Study Abroad,15,9,66.7
202202, europe, Bulgaria, etc,101,127,-20.5
202202, europe, Bulgaria, entire,159,151,5.3
202202, europe, Denmark, tourism,60,3, 1_900.0
202202, europe, Denmark, commercial,3,7,-57.1
202202, europe, Denmark, Public,0,0,0
202202, europe, Denmark, Study Abroad,52,39,33.3
202202, europe, Denmark, etc,73,34,114.7
202202, europe, Denmark, entire,188,83,126.5
202202, europe, Ireland, tourism,27,6,350
202202, europe, Ireland, commercial,2,0,0
202202, europe, Ireland, Public,0,0,0
202202, europe, Ireland, Study Abroad,22,5,340
202202, europe, Ireland, etc,93,53,75.5
202202, europe, Ireland, entire,144,64,125
202202, europe, etc, tourism,140,46,204.3
202202, europe, etc, commercial,5,4,25
202202, europe, etc, Public,6,1,500
202202, europe, etc, Study Abroad,241,155,55.5
202202, europe, etc, etc,416,380,9.5
202202, europe, etc, entire,808,586,37.9
202202, Oceania, Year and Continent, tourism,233,27,763
202202, Oceania, Year and Continent, commercial,59,13,353.8
202202, Oceania, Year and Continent, Public,5,16,-68.8
202202, Oceania, Year and Continent, Study Abroad,35,11,218.2
202202, Oceania, Year and Continent, etc,533,296,80.1
202202, Oceania, Year and Continent, entire,865,363,138.3
202202, Oceania, australia, tourism,200,22,809.1
202202, Oceania, australia, commercial,53,8,562.5
202202, Oceania, australia, Public,3,12,-75
202202, Oceania, australia, Study Abroad,26,8,225
202202, Oceania, australia, etc,352,137,156.9
202202, Oceania, australia, entire,634,187,239
202202, Oceania, New Zealand, tourism,32,2, 1_500.0
202202, Oceania, New Zealand, commercial,6,5,20
202202, Oceania, New Zealand, Public,0,2,-100
202202, Oceania, New Zealand, Study Abroad,6,1,500
202202, Oceania, New Zealand, etc,166,108,53.7
202202, Oceania, New Zealand, entire,210,118,78
202202, Oceania, etc, tourism,1,3,-66.7
202202, Oceania, etc, commercial,0,0,0
202202, Oceania, etc, Public,2,2,0
202202, Oceania, etc, Study Abroad,3,2,50
202202, Oceania, etc, etc,15,51,-70.6
202202, Oceania, etc, entire,21,58,-63.8
202202, Africa, Year and Continent, tourism,63,30,110
202202, Africa, Year and Continent, commercial,210,163,28.8
202202, Africa, Year and Continent, Public,45,11,309.1
202202, Africa, Year and Continent, Study Abroad,418,376,11.2
202202, Africa, Year and Continent, etc,972,576,68.8
202202, Africa, Year and Continent, entire,1708,1156,47.8
202202, Africa, Republic of South Africa, tourism,11,0,0
202202, Africa, Republic of South Africa, commercial,1,0,0
202202, Africa, Republic of South Africa, Public,3,0,0
202202, Africa, Republic of South Africa, Study Abroad,7,1,600
202202, Africa, Republic of South Africa, etc,413,69,498.6
202202, Africa, Republic of South Africa, entire,435,70,521.4
202202, Africa, etc, tourism,52,30,73.3
202202, Africa, etc, commercial,209,163,28.2
202202, Africa, etc, Public,42,11,281.8
202202, Africa, etc, Study Abroad,411,375,9.6
202202, Africa, etc, etc,559,507,10.3
202202, Africa, etc, entire,1273,1086,17.2
202202, etc, Year and Continent, tourism,18,6,200
202202, etc, Year and Continent, commercial,0,0,0
202202, etc, Year and Continent, Public,0,0,0
202202, etc, Year and Continent, Study Abroad,2,0,0
202202, etc, Year and Continent, etc,17,0,0
202202, etc, Year and Continent, entire,37,6,516.7
202202, etc, etc, tourism,18,6,200
202202, etc, etc, commercial,0,0,0
202202, etc, etc, Public,0,0,0
202202, etc, etc, Study Abroad,2,0,0
202202, etc, etc, etc,17,0,0
202202, etc, etc, entire,37,6,516.7
202202, Korean, Year and Continent, tourism,0,0,0
202202, Korean, Year and Continent, commercial,0,0,0
202202, Korean, Year and Continent, Public,0,0,0
202202, Korean, Year and Continent, Study Abroad,0,0,0
202202, Korean, Year and Continent, etc,916,779,17.6
202202, Korean, Year and Continent, entire,916,779,17.6
202202, Korean, Korean, tourism,0,0,0
202202, Korean, Korean, commercial,0,0,0
202202, Korean, Korean, Public,0,0,0
202202, Korean, Korean, Study Abroad,0,0,0
202202, Korean, Korean, etc,916,779,17.6
202202, Korean, Korean, entire,916,779,17.6
202203, Entire continent, year, tourism,22492,11169,101.4
202203, Entire continent, year, commercial,2284,1386,64.8
202203, Entire continent, year, Public,1509,837,80.3
202203, Entire continent, year, Study Abroad,11651,9011,29.3
202203, Entire continent, year, etc,58832,52201,12.7
202203, Entire continent, year, entire,96768,74604,29.7
202203, Asia, Year and Continent, tourism,12170,7010,73.6
202203, Asia, Year and Continent, commercial,1619,987,64
202203, Asia, Year and Continent, Public,303,92,229.3
202203, Asia, Year and Continent, Study Abroad,10771,8510,26.6
202203, Asia, Year and Continent, etc,34957,31896,9.6
202203, Asia, Year and Continent, entire,59820,48495,23.4
202203, Asia, china, tourism,1480,1360,8.8
202203, Asia, china, commercial,303,316,-4.1
202203, Asia, china, Public,5,3,66.7
202203, Asia, china, Study Abroad,5366,5487,-2.2
202203, Asia, china, etc,7572,11814,-35.9
202203, Asia, china, entire,14726,18980,-22.4
202203, Asia, japan, tourism,112,31,261.3
202203, Asia, japan, commercial,244,172,41.9
202203, Asia, japan, Public,13,12,8.3
202203, Asia, japan, Study Abroad,424,195,117.4
202203, Asia, japan, etc,604,539,12.1
202203, Asia, japan, entire,1397,949,47.2
202203, Asia, taiwan, tourism,49,55,-10.9
202203, Asia, taiwan, commercial,54,45,20
202203, Asia, taiwan, Public,3,5,-40
202203, Asia, taiwan, Study Abroad,59,29,103.4
